cap,count,freq,post_p
94,38,0.02345679012345679,0.02197802197802198
09,31,0.019135802469135803,0.018131868131868133
91,31,0.019135802469135803,0.018131868131868133
95,29,0.017901234567901235,0.01703296703296703
30,26,0.016049382716049384,0.015384615384615385
41,23,0.014197530864197531,0.013736263736263736
90,23,0.014197530864197531,0.013736263736263736
77,23,0.014197530864197531,0.013736263736263736
51,22,0.013580246913580247,0.013186813186813187
52,22,0.013580246913580247,0.013186813186813187
92,22,0.013580246913580247,0.013186813186813187
38,21,0.012962962962962963,0.012637362637362638
16,21,0.012962962962962963,0.012637362637362638
08,20,0.012345679012345678,0.012087912087912088
31,20,0.012345679012345678,0.012087912087912088
01,20,0.012345679012345678,0.012087912087912088
64,20,0.012345679012345678,0.012087912087912088
87,19,0.011728395061728396,0.011538461538461539
02,19,0.011728395061728396,0.011538461538461539
32,19,0.011728395061728396,0.011538461538461539
62,19,0.011728395061728396,0.011538461538461539
45,19,0.011728395061728396,0.011538461538461539
59,19,0.011728395061728396,0.011538461538461539
61,18,0.011111111111111112,0.01098901098901099
21,18,0.011111111111111112,0.01098901098901099
33,18,0.011111111111111112,0.01098901098901099
57,18,0.011111111111111112,0.01098901098901099
73,18,0.011111111111111112,0.01098901098901099
81,18,0.011111111111111112,0.01098901098901099
97,18,0.011111111111111112,0.01098901098901099
85,17,0.010493827160493827,0.010439560439560439
50,17,0.010493827160493827,0.010439560439560439
10,17,0.010493827160493827,0.010439560439560439
42,17,0.010493827160493827,0.010439560439560439
13,17,0.010493827160493827,0.010439560439560439
14,17,0.010493827160493827,0.010439560439560439
56,17,0.010493827160493827,0.010439560439560439
80,16,0.009876543209876543,0.00989010989010989
04,16,0.009876543209876543,0.00989010989010989
60,16,0.009876543209876543,0.00989010989010989
25,16,0.009876543209876543,0.00989010989010989
18,16,0.009876543209876543,0.00989010989010989
03,16,0.009876543209876543,0.00989010989010989
11,16,0.009876543209876543,0.00989010989010989
36,16,0.009876543209876543,0.00989010989010989
89,16,0.009876543209876543,0.00989010989010989
88,16,0.009876543209876543,0.00989010989010989
43,15,0.009259259259259259,0.00934065934065934
96,15,0.009259259259259259,0.00934065934065934
27,15,0.009259259259259259,0.00934065934065934
28,15,0.009259259259259259,0.00934065934065934
24,15,0.009259259259259259,0.00934065934065934
07,15,0.009259259259259259,0.00934065934065934
34,15,0.009259259259259259,0.00934065934065934
83,15,0.009259259259259259,0.00934065934065934
47,15,0.009259259259259259,0.00934065934065934
49,15,0.009259259259259259,0.00934065934065934
69,15,0.009259259259259259,0.00934065934065934
65,15,0.009259259259259259,0.00934065934065934
40,15,0.009259259259259259,0.00934065934065934
37,15,0.009259259259259259,0.00934065934065934
99,14,0.008641975308641974,0.008791208791208791
05,14,0.008641975308641974,0.008791208791208791
26,14,0.008641975308641974,0.008791208791208791
35,14,0.008641975308641974,0.008791208791208791
20,14,0.008641975308641974,0.008791208791208791
78,14,0.008641975308641974,0.008791208791208791
68,14,0.008641975308641974,0.008791208791208791
79,14,0.008641975308641974,0.008791208791208791
55,14,0.008641975308641974,0.008791208791208791
63,14,0.008641975308641974,0.008791208791208791
98,14,0.008641975308641974,0.008791208791208791
82,14,0.008641975308641974,0.008791208791208791
84,13,0.008024691358024692,0.008241758241758242
23,13,0.008024691358024692,0.008241758241758242
17,13,0.008024691358024692,0.008241758241758242
00,13,0.008024691358024692,0.008241758241758242
44,13,0.008024691358024692,0.008241758241758242
54,13,0.008024691358024692,0.008241758241758242
75,13,0.008024691358024692,0.008241758241758242
46,13,0.008024691358024692,0.008241758241758242
29,13,0.008024691358024692,0.008241758241758242
58,13,0.008024691358024692,0.008241758241758242
15,12,0.007407407407407408,0.007692307692307693
93,12,0.007407407407407408,0.007692307692307693
72,12,0.007407407407407408,0.007692307692307693
74,12,0.007407407407407408,0.007692307692307693
22,12,0.007407407407407408,0.007692307692307693
66,12,0.007407407407407408,0.007692307692307693
70,12,0.007407407407407408,0.007692307692307693
39,11,0.006790123456790123,0.007142857142857143
53,11,0.006790123456790123,0.007142857142857143
67,11,0.006790123456790123,0.007142857142857143
48,11,0.006790123456790123,0.007142857142857143
12,10,0.006172839506172839,0.006593406593406593
76,10,0.006172839506172839,0.006593406593406593
86,10,0.006172839506172839,0.006593406593406593
19,9,0.005555555555555556,0.006043956043956044
06,8,0.0049382716049382715,0.005494505494505495
71,6,0.003703703703703704,0.004395604395604396
